call_id,call_satisfaction_grade,call_response_time
5070,4,EXCESSIVE
5071,6,ACCEPTABLE
5072,4,ACCEPTABLE
5073,2,EXCESSIVE
5074,7,ACCEPTABLE
5075,2,SHORT
5076,7,ACCEPTABLE
5077,5,SHORT
5078,5,EXCESSIVE
5079,4,EXCESSIVE
5080,4,SHORT
5081,9,EXCESSIVE
5082,9,SHORT
5083,1,ACCEPTABLE
5084,1,ACCEPTABLE
5085,2,EXCESSIVE
5086,1,SHORT
5087,4,ACCEPTABLE
5088,8,ACCEPTABLE
5089,2,ACCEPTABLE
5090,3,ACCEPTABLE
5091,5,SHORT
5092,9,EXCESSIVE
5093,4,EXCESSIVE
5094,6,SHORT
5095,3,EXCESSIVE
5096,1,SHORT
5097,8,EXCESSIVE
5098,1,EXCESSIVE
5099,8,SHORT
5100,2,SHORT
5101,2,EXCESSIVE
5102,3,EXCESSIVE
5103,3,SHORT
5104,2,SHORT
5105,3,EXCESSIVE
5106,3,ACCEPTABLE
5107,9,EXCESSIVE
5108,5,ACCEPTABLE
5109,5,SHORT
5110,9,SHORT
5111,8,EXCESSIVE
5112,3,ACCEPTABLE
5113,9,EXCESSIVE
5114,7,ACCEPTABLE
5115,5,SHORT
5116,7,EXCESSIVE
5117,7,ACCEPTABLE
5118,1,EXCESSIVE
5119,4,EXCESSIVE
5120,6,ACCEPTABLE
5121,4,ACCEPTABLE
5122,3,ACCEPTABLE
5123,4,ACCEPTABLE
5124,1,EXCESSIVE
5125,5,SHORT
5126,9,EXCESSIVE
5127,1,ACCEPTABLE
5128,6,ACCEPTABLE
5129,4,SHORT
5130,8,SHORT
5131,9,EXCESSIVE
5132,9,EXCESSIVE
5133,5,EXCESSIVE
5134,3,EXCESSIVE
5135,1,ACCEPTABLE
5136,8,ACCEPTABLE
5137,6,SHORT
5138,4,SHORT
5139,9,EXCESSIVE
5140,4,SHORT
5141,3,EXCESSIVE
5142,4,EXCESSIVE
5143,8,EXCESSIVE
5144,1,EXCESSIVE
5145,4,EXCESSIVE
5146,6,SHORT
5147,3,SHORT
5148,6,ACCEPTABLE
5149,9,EXCESSIVE
5150,9,SHORT
5151,9,SHORT
5152,5,SHORT
5153,8,SHORT
5154,9,SHORT
5155,7,EXCESSIVE
5156,6,EXCESSIVE
5157,1,EXCESSIVE
5158,8,ACCEPTABLE
5159,4,ACCEPTABLE
5160,9,ACCEPTABLE
5161,6,ACCEPTABLE
5162,6,EXCESSIVE
5163,1,EXCESSIVE
5164,9,EXCESSIVE
5165,8,EXCESSIVE
5166,7,EXCESSIVE
5167,1,EXCESSIVE
5168,1,SHORT
5169,1,SHORT
5170,4,SHORT
5171,9,ACCEPTABLE
5172,5,EXCESSIVE
5173,9,ACCEPTABLE
5174,5,SHORT
5175,1,EXCESSIVE
5176,3,SHORT
5177,9,EXCESSIVE
5178,6,ACCEPTABLE
5179,9,SHORT
5180,2,EXCESSIVE
5181,8,SHORT
5182,1,SHORT
5183,5,EXCESSIVE
5184,1,ACCEPTABLE
5185,4,SHORT
5186,7,ACCEPTABLE
5187,8,EXCESSIVE
5188,2,ACCEPTABLE
5189,5,ACCEPTABLE
5190,6,EXCESSIVE
5191,9,ACCEPTABLE
5192,5,SHORT
5193,3,EXCESSIVE
5194,7,EXCESSIVE
5195,5,ACCEPTABLE
5196,2,EXCESSIVE
5197,2,SHORT
5198,7,SHORT
5199,7,EXCESSIVE
5200,6,EXCESSIVE
5201,3,ACCEPTABLE
5202,3,ACCEPTABLE
5203,9,SHORT
5204,9,SHORT
5205,8,EXCESSIVE
5206,8,SHORT
5207,3,SHORT
5208,6,SHORT
5209,2,EXCESSIVE
5210,2,SHORT
5211,5,ACCEPTABLE
5212,3,ACCEPTABLE
5213,8,EXCESSIVE
5214,7,EXCESSIVE
5215,1,SHORT
5216,2,SHORT
5217,3,SHORT
5218,2,SHORT
5219,7,ACCEPTABLE
5220,5,SHORT
5221,2,SHORT
5222,3,ACCEPTABLE
5223,9,EXCESSIVE
5224,2,SHORT
5225,7,SHORT
5226,1,EXCESSIVE
5227,1,ACCEPTABLE
5228,1,SHORT
5229,6,SHORT
5230,6,EXCESSIVE
5231,5,ACCEPTABLE
5232,7,EXCESSIVE
5233,2,ACCEPTABLE
5234,9,SHORT
5235,9,SHORT
5236,9,SHORT
5237,1,EXCESSIVE
5238,4,EXCESSIVE
5239,7,EXCESSIVE
5240,4,ACCEPTABLE
5241,4,SHORT
5242,4,SHORT
5243,3,ACCEPTABLE
5244,8,ACCEPTABLE
5245,6,EXCESSIVE
5246,2,ACCEPTABLE
5247,5,ACCEPTABLE
5248,6,SHORT
5249,2,EXCESSIVE
5250,3,EXCESSIVE
5251,6,ACCEPTABLE
5252,9,EXCESSIVE
5253,6,EXCESSIVE
5254,4,EXCESSIVE
5255,8,SHORT
5256,9,EXCESSIVE
5257,4,ACCEPTABLE
5258,4,ACCEPTABLE
5259,4,EXCESSIVE
5260,6,EXCESSIVE
5261,4,ACCEPTABLE
5262,9,ACCEPTABLE
5263,8,SHORT
5264,9,EXCESSIVE
5265,9,ACCEPTABLE
5266,1,EXCESSIVE
5267,1,ACCEPTABLE
5268,7,SHORT
5269,1,EXCESSIVE
5270,7,SHORT
5271,6,EXCESSIVE
5272,3,SHORT
5273,5,EXCESSIVE
5274,9,EXCESSIVE
5275,6,EXCESSIVE
5276,7,SHORT
5277,7,EXCESSIVE
5278,6,EXCESSIVE
5279,2,EXCESSIVE
5280,4,ACCEPTABLE
5281,8,SHORT
5282,4,SHORT
5283,9,EXCESSIVE
5284,2,EXCESSIVE
5285,1,ACCEPTABLE
5286,6,ACCEPTABLE
5287,8,EXCESSIVE
5288,8,SHORT
5289,4,EXCESSIVE
5290,9,SHORT
5291,7,ACCEPTABLE
5292,4,ACCEPTABLE
5293,5,SHORT
5294,3,ACCEPTABLE
5295,5,EXCESSIVE
5296,5,SHORT
5297,7,SHORT
5298,9,EXCESSIVE
5299,7,EXCESSIVE
5300,8,SHORT
5301,2,EXCESSIVE
5302,6,ACCEPTABLE
5303,9,EXCESSIVE
5304,5,EXCESSIVE
5305,7,ACCEPTABLE
5306,5,SHORT
5307,6,ACCEPTABLE
5308,2,SHORT
5309,4,EXCESSIVE
5310,9,SHORT
5311,8,ACCEPTABLE
5312,3,SHORT
5313,8,EXCESSIVE
5314,3,SHORT
5315,4,EXCESSIVE
5316,3,SHORT
5317,7,ACCEPTABLE
5318,5,SHORT
5319,2,SHORT
5320,3,SHORT
5321,1,SHORT
5322,8,SHORT
5323,3,SHORT
5324,7,ACCEPTABLE
5325,3,ACCEPTABLE
5326,3,SHORT
5327,6,ACCEPTABLE
5328,8,EXCESSIVE
5329,9,ACCEPTABLE
5330,8,ACCEPTABLE
5331,4,ACCEPTABLE
5332,1,ACCEPTABLE
5333,9,EXCESSIVE
5334,3,SHORT
5335,8,EXCESSIVE
5336,6,SHORT
5337,5,EXCESSIVE
5338,1,SHORT
5339,6,EXCESSIVE
5340,7,ACCEPTABLE
5341,6,ACCEPTABLE
5342,7,SHORT
5343,1,EXCESSIVE
5344,3,EXCESSIVE
5345,4,SHORT
5346,2,EXCESSIVE
5347,5,EXCESSIVE
5348,1,ACCEPTABLE
5349,4,ACCEPTABLE
5350,3,EXCESSIVE
5351,9,ACCEPTABLE
5352,6,ACCEPTABLE
5353,7,ACCEPTABLE
5354,6,ACCEPTABLE
5355,2,ACCEPTABLE
5356,9,ACCEPTABLE
5357,8,ACCEPTABLE
5358,8,ACCEPTABLE
5359,7,EXCESSIVE
5360,5,EXCESSIVE
5361,9,ACCEPTABLE
5362,1,EXCESSIVE
5363,4,ACCEPTABLE
5364,2,SHORT
5365,4,ACCEPTABLE
5366,6,SHORT
5367,2,EXCESSIVE
5368,5,SHORT
5369,6,ACCEPTABLE
5370,7,SHORT
5371,3,EXCESSIVE
5372,8,EXCESSIVE
5373,9,SHORT
5374,3,EXCESSIVE
5375,1,ACCEPTABLE
5376,9,SHORT
5377,7,ACCEPTABLE
5378,5,ACCEPTABLE
5379,6,ACCEPTABLE
5380,9,SHORT
5381,9,EXCESSIVE
5382,9,EXCESSIVE
5383,6,ACCEPTABLE
5384,2,ACCEPTABLE
5385,4,ACCEPTABLE
5386,4,SHORT
5387,1,SHORT
5388,4,SHORT
5389,8,SHORT
5390,5,SHORT
5391,4,EXCESSIVE
5392,2,ACCEPTABLE
5393,2,EXCESSIVE
5394,2,ACCEPTABLE
5395,6,ACCEPTABLE
5396,4,ACCEPTABLE
5397,2,EXCESSIVE
5398,8,EXCESSIVE
5399,3,EXCESSIVE
5400,7,EXCESSIVE
5401,3,ACCEPTABLE
5402,3,SHORT
5403,3,EXCESSIVE
5404,8,SHORT
5405,4,ACCEPTABLE
5406,2,ACCEPTABLE
5407,1,SHORT
5408,5,EXCESSIVE
5409,8,SHORT
5410,6,ACCEPTABLE
5411,4,SHORT
5412,5,ACCEPTABLE
5413,6,ACCEPTABLE
5414,2,SHORT
5415,5,EXCESSIVE
5416,8,SHORT
5417,8,SHORT
5418,8,ACCEPTABLE
5419,6,SHORT
5420,8,EXCESSIVE
5421,1,ACCEPTABLE
5422,6,SHORT
5423,8,EXCESSIVE
5424,4,EXCESSIVE
5425,2,SHORT
5426,2,EXCESSIVE
5427,9,EXCESSIVE
5428,7,SHORT
5429,2,EXCESSIVE
5430,2,EXCESSIVE
5431,7,ACCEPTABLE
5432,1,SHORT
5433,6,SHORT
5434,8,SHORT
5435,4,EXCESSIVE
5436,6,SHORT
5437,9,EXCESSIVE
5438,3,EXCESSIVE
5439,1,ACCEPTABLE
5440,6,ACCEPTABLE
5441,2,EXCESSIVE
5442,2,ACCEPTABLE
5443,7,EXCESSIVE
5444,2,EXCESSIVE
5445,9,SHORT
5446,4,ACCEPTABLE
5447,1,EXCESSIVE
5448,9,SHORT
5449,6,EXCESSIVE
5450,1,SHORT
5451,5,SHORT
5452,4,SHORT
5453,7,EXCESSIVE
5454,5,EXCESSIVE
5455,6,ACCEPTABLE
5456,5,EXCESSIVE
5457,1,ACCEPTABLE
5458,8,ACCEPTABLE
5459,7,SHORT
5460,9,EXCESSIVE
5461,5,ACCEPTABLE
5462,4,SHORT
5463,1,ACCEPTABLE
5464,4,EXCESSIVE
5465,1,EXCESSIVE
5466,2,ACCEPTABLE
5467,7,ACCEPTABLE
5468,4,ACCEPTABLE
5469,3,SHORT
5470,6,ACCEPTABLE
5471,4,SHORT
5472,1,ACCEPTABLE
5473,2,SHORT
5474,3,SHORT
5475,2,ACCEPTABLE
5476,9,EXCESSIVE
5477,2,EXCESSIVE
5478,4,ACCEPTABLE
5479,3,ACCEPTABLE
5480,2,EXCESSIVE
5481,2,ACCEPTABLE
5482,5,EXCESSIVE
5483,7,EXCESSIVE
5484,2,ACCEPTABLE
5485,7,EXCESSIVE
5486,9,ACCEPTABLE
5487,6,SHORT
5488,4,ACCEPTABLE
5489,4,SHORT
5490,5,EXCESSIVE
5491,3,EXCESSIVE
5492,9,SHORT
5493,2,ACCEPTABLE
5494,6,EXCESSIVE
5495,6,ACCEPTABLE
5496,1,EXCESSIVE
5497,6,SHORT
5498,8,ACCEPTABLE
5499,3,ACCEPTABLE
5500,8,SHORT
5501,4,SHORT
5502,6,EXCESSIVE
5503,1,EXCESSIVE
5504,5,ACCEPTABLE
5505,6,ACCEPTABLE
5506,5,EXCESSIVE
5507,4,ACCEPTABLE
5508,7,ACCEPTABLE
5509,5,SHORT
5510,7,SHORT
5511,3,EXCESSIVE
5512,3,ACCEPTABLE
5513,7,ACCEPTABLE
5514,5,SHORT
5515,2,EXCESSIVE
5516,3,EXCESSIVE
5517,9,ACCEPTABLE
5518,6,EXCESSIVE
5519,7,SHORT
5520,7,SHORT
5521,7,SHORT
5522,2,ACCEPTABLE
5523,9,ACCEPTABLE
5524,2,SHORT
5525,9,SHORT
5526,1,EXCESSIVE
5527,5,EXCESSIVE
5528,9,ACCEPTABLE
5529,7,SHORT
5530,7,EXCESSIVE
5531,2,ACCEPTABLE
5532,6,EXCESSIVE
5533,8,EXCESSIVE
5534,7,SHORT
5535,9,EXCESSIVE
5536,2,ACCEPTABLE
5537,2,EXCESSIVE
5538,1,ACCEPTABLE
5539,3,EXCESSIVE
5540,4,EXCESSIVE
5541,6,ACCEPTABLE
5542,2,SHORT
5543,8,EXCESSIVE
5544,4,SHORT
5545,6,ACCEPTABLE
5546,7,SHORT
5547,9,EXCESSIVE
5548,9,SHORT
5549,5,EXCESSIVE
5550,8,ACCEPTABLE
5551,9,ACCEPTABLE
5552,7,ACCEPTABLE
5553,4,EXCESSIVE
5554,3,SHORT
5555,7,ACCEPTABLE
5556,6,ACCEPTABLE
5557,8,EXCESSIVE
5558,3,EXCESSIVE
5559,9,ACCEPTABLE
5560,6,EXCESSIVE
5561,1,ACCEPTABLE
5562,9,SHORT
5563,8,ACCEPTABLE
5564,8,SHORT
5565,1,SHORT
5566,9,EXCESSIVE
5567,7,ACCEPTABLE
5568,1,EXCESSIVE
5569,5,SHORT
5570,4,EXCESSIVE
5571,2,ACCEPTABLE
5572,9,SHORT
5573,5,ACCEPTABLE
5574,1,ACCEPTABLE
5575,3,SHORT
5576,5,EXCESSIVE
5577,6,SHORT
5578,4,EXCESSIVE
5579,3,EXCESSIVE
5580,9,ACCEPTABLE
5581,6,ACCEPTABLE
5582,8,ACCEPTABLE
5583,6,SHORT
5584,7,SHORT
5585,2,EXCESSIVE
5586,2,SHORT
5587,3,EXCESSIVE
5588,5,SHORT
5589,3,SHORT
5590,5,ACCEPTABLE
5591,9,ACCEPTABLE
5592,9,ACCEPTABLE
5593,8,ACCEPTABLE
5594,3,EXCESSIVE
5595,5,EXCESSIVE
5596,9,EXCESSIVE
5597,5,ACCEPTABLE
5598,1,SHORT
5599,9,SHORT
5600,8,ACCEPTABLE
5601,8,SHORT
5602,6,EXCESSIVE
5603,2,EXCESSIVE
5604,5,SHORT
5605,5,EXCESSIVE
5606,3,EXCESSIVE
5607,3,SHORT
5608,3,ACCEPTABLE
5609,2,ACCEPTABLE
5610,5,SHORT
5611,3,ACCEPTABLE
5612,4,ACCEPTABLE
5613,4,EXCESSIVE
5614,4,ACCEPTABLE
5615,7,SHORT
5616,8,ACCEPTABLE
5617,6,ACCEPTABLE
5618,1,SHORT
5619,5,ACCEPTABLE
5620,4,EXCESSIVE
5621,3,SHORT
5622,1,ACCEPTABLE
5623,9,EXCESSIVE
5624,3,ACCEPTABLE
5625,3,ACCEPTABLE
5626,6,EXCESSIVE
5627,8,EXCESSIVE
5628,2,EXCESSIVE
5629,6,EXCESSIVE
5630,9,EXCESSIVE
5631,9,SHORT
5632,8,ACCEPTABLE
5633,7,EXCESSIVE
5634,6,SHORT
5635,6,SHORT
5636,4,SHORT
5637,5,EXCESSIVE
5638,5,SHORT
5639,4,EXCESSIVE
5640,5,EXCESSIVE
5641,9,ACCEPTABLE
5642,1,ACCEPTABLE
5643,6,SHORT
5644,1,SHORT
5645,7,SHORT
5646,2,ACCEPTABLE
5647,8,EXCESSIVE
5648,7,ACCEPTABLE
5649,3,ACCEPTABLE
5650,6,EXCESSIVE
5651,2,SHORT
5652,8,ACCEPTABLE
5653,6,ACCEPTABLE
5654,8,ACCEPTABLE
5655,8,ACCEPTABLE
5656,6,ACCEPTABLE
5657,6,SHORT
5658,3,EXCESSIVE
5659,5,EXCESSIVE
5660,7,ACCEPTABLE
5661,1,EXCESSIVE
5662,4,EXCESSIVE
5663,6,SHORT
5664,2,EXCESSIVE
5665,1,EXCESSIVE
5666,2,SHORT
5667,5,EXCESSIVE
5668,1,EXCESSIVE
5669,6,EXCESSIVE
5670,4,EXCESSIVE
5671,4,ACCEPTABLE
5672,1,ACCEPTABLE
5673,3,EXCESSIVE
5674,2,EXCESSIVE
5675,8,EXCESSIVE
5676,2,ACCEPTABLE
5677,4,ACCEPTABLE
5678,5,SHORT
5679,2,ACCEPTABLE
5680,1,EXCESSIVE
5681,4,ACCEPTABLE
5682,6,EXCESSIVE
5683,8,EXCESSIVE
5684,4,ACCEPTABLE
5685,2,ACCEPTABLE
5686,7,ACCEPTABLE
5687,9,ACCEPTABLE
5688,4,EXCESSIVE
5689,6,SHORT
5690,2,ACCEPTABLE
5691,6,EXCESSIVE
5692,3,SHORT
5693,7,ACCEPTABLE
5694,3,ACCEPTABLE
5695,3,SHORT
5696,9,ACCEPTABLE
5697,3,EXCESSIVE
5698,7,SHORT
5699,6,ACCEPTABLE
5700,7,ACCEPTABLE
5701,5,SHORT
5702,1,SHORT
5703,4,SHORT
5704,2,EXCESSIVE
5705,3,ACCEPTABLE
5706,2,ACCEPTABLE
5707,7,SHORT
5708,5,EXCESSIVE
5709,2,SHORT
5710,7,EXCESSIVE
5711,6,SHORT
5712,1,EXCESSIVE
5713,6,EXCESSIVE
5714,8,EXCESSIVE
5715,5,EXCESSIVE
5716,9,SHORT
5717,7,EXCESSIVE
5718,5,ACCEPTABLE
5719,8,ACCEPTABLE
5720,2,EXCESSIVE
5721,2,EXCESSIVE
5722,9,ACCEPTABLE
5723,5,SHORT
5724,1,ACCEPTABLE
5725,8,EXCESSIVE
5726,2,EXCESSIVE
5727,9,SHORT
5728,1,EXCESSIVE
5729,6,SHORT
5730,3,ACCEPTABLE
5731,8,SHORT
5732,1,EXCESSIVE
5733,4,ACCEPTABLE
5734,1,SHORT
5735,9,EXCESSIVE
5736,2,ACCEPTABLE
5737,7,ACCEPTABLE
5738,9,ACCEPTABLE
5739,9,EXCESSIVE
5740,4,SHORT
5741,5,ACCEPTABLE
5742,7,ACCEPTABLE
5743,1,EXCESSIVE
5744,6,SHORT
5745,7,EXCESSIVE
5746,4,ACCEPTABLE
5747,1,EXCESSIVE
5748,5,SHORT
5749,7,SHORT
5750,1,SHORT
5751,3,EXCESSIVE
5752,1,SHORT
5753,5,ACCEPTABLE
5754,2,SHORT
5755,5,ACCEPTABLE
5756,3,EXCESSIVE
5757,4,ACCEPTABLE
5758,7,ACCEPTABLE
5759,1,EXCESSIVE
5760,7,SHORT
5761,8,ACCEPTABLE
5762,4,SHORT
5763,9,ACCEPTABLE
5764,5,SHORT
5765,1,EXCESSIVE
5766,4,SHORT
5767,8,ACCEPTABLE
5768,9,SHORT
5769,8,SHORT
5770,3,ACCEPTABLE
5771,4,EXCESSIVE
5772,2,ACCEPTABLE
5773,9,SHORT
5774,8,EXCESSIVE
5775,4,SHORT
5776,3,EXCESSIVE
5777,1,ACCEPTABLE
5778,9,SHORT
5779,2,EXCESSIVE
5780,7,EXCESSIVE
5781,6,SHORT
5782,2,ACCEPTABLE
5783,1,ACCEPTABLE
5784,8,EXCESSIVE
5785,6,ACCEPTABLE
5786,2,SHORT
5787,9,ACCEPTABLE
5788,1,EXCESSIVE
5789,7,SHORT
5790,4,SHORT
5791,6,ACCEPTABLE
5792,7,EXCESSIVE
5793,3,ACCEPTABLE
5794,7,SHORT
5795,6,EXCESSIVE
5796,3,EXCESSIVE
5797,7,EXCESSIVE
5798,8,EXCESSIVE
5799,8,ACCEPTABLE
5800,7,SHORT
5801,4,SHORT
5802,7,SHORT
5803,4,SHORT
5804,2,SHORT
5805,6,ACCEPTABLE
5806,1,SHORT
5807,4,EXCESSIVE
5808,7,ACCEPTABLE
5809,5,SHORT
5810,2,EXCESSIVE
5811,8,EXCESSIVE
5812,7,SHORT
5813,8,EXCESSIVE
5814,5,ACCEPTABLE
5815,5,ACCEPTABLE
5816,3,SHORT
5817,3,EXCESSIVE
5818,1,ACCEPTABLE
5819,5,SHORT
5820,7,ACCEPTABLE
5821,2,ACCEPTABLE
5822,5,EXCESSIVE
5823,1,ACCEPTABLE
5824,4,EXCESSIVE
5825,9,EXCESSIVE
5826,2,ACCEPTABLE
5827,7,SHORT
5828,5,SHORT
5829,7,EXCESSIVE
5830,2,EXCESSIVE
5831,4,EXCESSIVE
5832,2,ACCEPTABLE
5833,2,SHORT
5834,6,ACCEPTABLE
5835,1,SHORT
5836,7,EXCESSIVE
5837,5,EXCESSIVE
5838,7,ACCEPTABLE
5839,7,SHORT
5840,4,ACCEPTABLE
5841,3,SHORT
5842,6,SHORT
5843,6,ACCEPTABLE
5844,9,SHORT
5845,8,EXCESSIVE
5846,2,EXCESSIVE
5847,5,EXCESSIVE
5848,4,SHORT
5849,3,ACCEPTABLE
5850,5,EXCESSIVE
5851,5,SHORT
5852,5,ACCEPTABLE
5853,3,SHORT
5854,5,EXCESSIVE
5855,3,ACCEPTABLE
5856,5,EXCESSIVE
5857,7,EXCESSIVE
5858,6,SHORT
5859,9,SHORT
5860,6,ACCEPTABLE
5861,6,EXCESSIVE
5862,7,SHORT
5863,7,ACCEPTABLE
5864,8,EXCESSIVE
5865,1,ACCEPTABLE
5866,5,ACCEPTABLE
5867,3,EXCESSIVE
5868,9,SHORT
5869,7,ACCEPTABLE
5870,2,SHORT
5871,7,ACCEPTABLE
5872,7,SHORT
5873,3,SHORT
5874,6,SHORT
5875,4,ACCEPTABLE
5876,6,EXCESSIVE
5877,5,SHORT
5878,8,EXCESSIVE
5879,3,EXCESSIVE
5880,5,ACCEPTABLE
5881,4,EXCESSIVE
5882,7,ACCEPTABLE
5883,8,ACCEPTABLE
5884,4,EXCESSIVE
5885,6,EXCESSIVE
5886,5,EXCESSIVE
5887,9,SHORT
5888,3,EXCESSIVE
5889,7,ACCEPTABLE
5890,9,SHORT
5891,8,ACCEPTABLE
5892,6,SHORT
5893,9,ACCEPTABLE
5894,3,SHORT
5895,5,EXCESSIVE
5896,4,SHORT
5897,8,EXCESSIVE
5898,9,ACCEPTABLE
5899,6,SHORT
5900,4,ACCEPTABLE
5901,7,SHORT
5902,5,SHORT
5903,9,SHORT
5904,3,SHORT
5905,6,EXCESSIVE
5906,2,SHORT
5907,4,ACCEPTABLE
5908,6,ACCEPTABLE
5909,2,EXCESSIVE
5910,7,ACCEPTABLE
5911,4,SHORT
5912,9,EXCESSIVE
5913,7,EXCESSIVE
5914,4,EXCESSIVE
5915,6,ACCEPTABLE
5916,1,ACCEPTABLE
5917,2,EXCESSIVE
5918,4,SHORT
5919,9,EXCESSIVE
5920,7,ACCEPTABLE
5921,6,ACCEPTABLE
5922,4,EXCESSIVE
5923,3,EXCESSIVE
5924,7,ACCEPTABLE
5925,4,SHORT
5926,8,ACCEPTABLE
5927,2,SHORT
5928,1,SHORT
5929,6,SHORT
5930,7,SHORT
5931,9,SHORT
5932,8,SHORT
5933,4,ACCEPTABLE
5934,5,EXCESSIVE
5935,8,ACCEPTABLE
5936,9,SHORT
5937,6,EXCESSIVE
5938,7,ACCEPTABLE
5939,8,SHORT
5940,5,ACCEPTABLE
5941,9,SHORT
5942,1,EXCESSIVE
5943,5,SHORT
5944,3,EXCESSIVE
5945,2,ACCEPTABLE
5946,5,SHORT
5947,4,EXCESSIVE
5948,5,EXCESSIVE
5949,1,EXCESSIVE
5950,2,EXCESSIVE
5951,3,SHORT
5952,2,ACCEPTABLE
5953,5,EXCESSIVE
5954,6,EXCESSIVE
5955,3,SHORT
5956,4,EXCESSIVE
5957,6,EXCESSIVE
5958,7,SHORT
5959,1,ACCEPTABLE
5960,2,EXCESSIVE
5961,4,EXCESSIVE
5962,4,ACCEPTABLE
5963,7,EXCESSIVE
5964,5,SHORT
5965,1,EXCESSIVE
5966,2,ACCEPTABLE
5967,3,SHORT
5968,8,EXCESSIVE
5969,6,EXCESSIVE
5970,9,ACCEPTABLE
5971,7,EXCESSIVE
5972,3,EXCESSIVE
5973,7,ACCEPTABLE
5974,8,ACCEPTABLE
5975,4,ACCEPTABLE
5976,9,EXCESSIVE
5977,2,EXCESSIVE
5978,9,ACCEPTABLE
5979,1,ACCEPTABLE
5980,8,SHORT
5981,6,EXCESSIVE
5982,9,ACCEPTABLE
5983,7,ACCEPTABLE
5984,1,SHORT
5985,3,EXCESSIVE
5986,4,EXCESSIVE
5987,1,SHORT
5988,1,SHORT
5989,6,EXCESSIVE
5990,7,SHORT
5991,9,EXCESSIVE
5992,8,SHORT
5993,4,EXCESSIVE
5994,7,ACCEPTABLE
5995,5,ACCEPTABLE
5996,9,SHORT
5997,9,SHORT
5998,7,EXCESSIVE
5999,5,ACCEPTABLE
6000,6,EXCESSIVE
6001,4,SHORT
6002,3,SHORT
6003,2,ACCEPTABLE
6004,9,SHORT
6005,8,ACCEPTABLE
6006,7,EXCESSIVE
6007,2,SHORT
6008,4,ACCEPTABLE
6009,7,EXCESSIVE
6010,3,EXCESSIVE
6011,6,ACCEPTABLE
6012,7,EXCESSIVE
6013,8,SHORT
6014,8,SHORT
6015,5,SHORT
6016,9,SHORT
6017,7,EXCESSIVE
6018,2,EXCESSIVE
6019,5,EXCESSIVE
6020,9,ACCEPTABLE
6021,5,SHORT
6022,6,EXCESSIVE
6023,3,EXCESSIVE
6024,1,EXCESSIVE
6025,4,EXCESSIVE
6026,2,EXCESSIVE
6027,5,SHORT
6028,4,ACCEPTABLE
6029,3,ACCEPTABLE
6030,1,ACCEPTABLE
6031,4,SHORT
6032,9,ACCEPTABLE
6033,4,EXCESSIVE
6034,9,EXCESSIVE
6035,1,EXCESSIVE
6036,7,EXCESSIVE
6037,6,SHORT
6038,8,ACCEPTABLE
6039,1,ACCEPTABLE
6040,4,ACCEPTABLE
6041,7,ACCEPTABLE
6042,4,ACCEPTABLE
6043,7,EXCESSIVE
6044,6,EXCESSIVE
6045,2,ACCEPTABLE
6046,3,ACCEPTABLE
6047,2,SHORT
6048,9,ACCEPTABLE
6049,3,EXCESSIVE
6050,7,EXCESSIVE
6051,4,ACCEPTABLE
6052,6,ACCEPTABLE
6053,1,EXCESSIVE
6054,4,EXCESSIVE
6055,2,SHORT
6056,6,ACCEPTABLE
6057,2,SHORT
6058,5,ACCEPTABLE
6059,3,SHORT
6060,5,ACCEPTABLE
6061,6,ACCEPTABLE
6062,4,SHORT
6063,5,EXCESSIVE
6064,2,SHORT
6065,4,EXCESSIVE
6066,4,EXCESSIVE
6067,2,EXCESSIVE
6068,8,SHORT
6069,2,SHORT
6070,9,EXCESSIVE
6071,4,EXCESSIVE
6072,6,ACCEPTABLE
6073,9,ACCEPTABLE
6074,9,ACCEPTABLE
6075,4,ACCEPTABLE
6076,6,SHORT
6077,6,SHORT
6078,1,ACCEPTABLE
6079,2,SHORT
6080,6,EXCESSIVE
6081,4,SHORT
6082,4,ACCEPTABLE
6083,1,SHORT
6084,1,ACCEPTABLE
6085,6,EXCESSIVE
6086,2,ACCEPTABLE
6087,2,ACCEPTABLE
6088,5,ACCEPTABLE
6089,6,EXCESSIVE
6090,3,ACCEPTABLE
6091,6,EXCESSIVE
6092,9,EXCESSIVE
6093,8,ACCEPTABLE
6094,2,SHORT
6095,2,EXCESSIVE
6096,6,SHORT
6097,4,EXCESSIVE
6098,5,EXCESSIVE
6099,1,SHORT
6100,3,SHORT
6101,7,ACCEPTABLE
6102,5,SHORT
6103,2,EXCESSIVE
6104,1,ACCEPTABLE
6105,7,SHORT
6106,5,EXCESSIVE
6107,1,SHORT
6108,7,SHORT
6109,2,EXCESSIVE
6110,3,ACCEPTABLE
6111,1,EXCESSIVE
6112,8,EXCESSIVE
6113,2,ACCEPTABLE
6114,5,EXCESSIVE
6115,9,ACCEPTABLE
6116,8,ACCEPTABLE
6117,3,ACCEPTABLE
6118,5,SHORT
6119,7,ACCEPTABLE
6120,6,EXCESSIVE
6121,4,EXCESSIVE
6122,9,EXCESSIVE
6123,3,ACCEPTABLE
6124,6,SHORT
6125,7,EXCESSIVE
6126,7,SHORT
6127,1,ACCEPTABLE
6128,3,SHORT
6129,8,EXCESSIVE
6130,3,ACCEPTABLE
6131,6,EXCESSIVE
6132,5,ACCEPTABLE
6133,5,EXCESSIVE
6134,3,ACCEPTABLE
6135,1,EXCESSIVE
6136,3,ACCEPTABLE
