call_id,client_id,dept_id,tele_id,salary,date,call_satisfaction_grade,call_response_time
438,194,DEPT_MAIN,190,900,353,5,SHORT
439,1254,DEPT_MAIN,194,1200,666,7,SHORT
440,224,DEPT_SUPPORT,218,1000,480,9,SHORT
441,784,DEPT_SUPPORT,241,1200,501,8,ACCEPTABLE
442,1416,DEPT_SALES,156,1000,564,6,ACCEPTABLE
443,964,DEPT_CANCEL,157,900,699,8,EXCESSIVE
444,813,DEPT_CANCEL,38,1200,230,3,SHORT
445,1268,DEPT_MAIN,180,1200,396,8,ACCEPTABLE
446,30,DEPT_MAIN,206,1200,74,5,SHORT
447,161,DEPT_MAIN,115,900,184,4,EXCESSIVE
448,876,DEPT_MAIN,209,1000,364,9,EXCESSIVE
449,601,DEPT_SUPPORT,163,1200,669,6,SHORT
450,353,DEPT_CANCEL,107,1200,482,9,SHORT
451,1060,DEPT_SUPPORT,26,1000,202,9,ACCEPTABLE
452,70,DEPT_SUPPORT,55,1200,339,1,SHORT
453,153,DEPT_CANCEL,135,1000,444,8,ACCEPTABLE
454,1306,DEPT_SALES,219,1000,195,8,SHORT
455,1281,DEPT_SALES,112,1000,257,4,ACCEPTABLE
456,990,DEPT_SUPPORT,76,900,411,1,ACCEPTABLE
457,21,DEPT_SALES,43,1000,171,1,ACCEPTABLE
458,1269,DEPT_SUPPORT,45,1000,483,8,EXCESSIVE
459,623,DEPT_SUPPORT,1,1200,108,8,ACCEPTABLE
460,180,DEPT_SALES,184,1200,706,4,SHORT
461,657,DEPT_SUPPORT,89,1200,19,1,EXCESSIVE
462,1278,DEPT_SALES,140,1000,458,2,ACCEPTABLE
463,453,DEPT_SALES,99,1200,153,2,EXCESSIVE
464,257,DEPT_SUPPORT,68,1000,182,1,SHORT
465,1274,DEPT_MAIN,124,1200,562,2,SHORT
466,1111,DEPT_CANCEL,29,1200,540,7,ACCEPTABLE
467,905,DEPT_SALES,17,1200,586,2,SHORT
468,509,DEPT_CANCEL,180,1200,198,7,SHORT
469,361,DEPT_CANCEL,88,1200,580,3,SHORT
470,1419,DEPT_SUPPORT,5,1200,413,4,EXCESSIVE
471,1125,DEPT_SUPPORT,240,1200,503,8,SHORT
472,859,DEPT_SALES,219,1000,242,4,ACCEPTABLE
473,149,DEPT_SALES,155,1000,190,3,SHORT
474,340,DEPT_CANCEL,2,900,606,6,ACCEPTABLE
475,16,DEPT_SALES,88,1200,99,4,SHORT
476,91,DEPT_MAIN,162,1000,309,6,SHORT
477,204,DEPT_SUPPORT,145,1200,617,3,ACCEPTABLE
478,1142,DEPT_SUPPORT,40,1200,414,8,ACCEPTABLE
479,728,DEPT_MAIN,77,1000,86,4,SHORT
480,190,DEPT_SALES,79,1000,356,5,EXCESSIVE
481,732,DEPT_MAIN,69,1200,570,4,ACCEPTABLE
482,169,DEPT_SALES,69,1200,109,7,ACCEPTABLE
483,308,DEPT_MAIN,229,1000,396,7,SHORT
484,579,DEPT_SALES,41,900,328,4,EXCESSIVE
485,53,DEPT_MAIN,5,1200,65,5,SHORT
486,208,DEPT_SUPPORT,43,1000,450,2,ACCEPTABLE
487,388,DEPT_SALES,36,1000,164,8,EXCESSIVE
488,1427,DEPT_CANCEL,130,1000,470,2,EXCESSIVE
489,350,DEPT_SUPPORT,75,1200,118,9,ACCEPTABLE
490,410,DEPT_MAIN,158,1000,149,9,ACCEPTABLE
491,1244,DEPT_SUPPORT,224,900,605,9,ACCEPTABLE
492,893,DEPT_CANCEL,103,1200,684,9,SHORT
493,320,DEPT_SUPPORT,17,1200,456,8,EXCESSIVE
494,246,DEPT_SUPPORT,76,900,155,7,SHORT
495,724,DEPT_MAIN,239,1000,504,7,ACCEPTABLE
496,8,DEPT_CANCEL,49,1200,395,8,EXCESSIVE
497,1372,DEPT_SUPPORT,135,1000,395,7,SHORT
498,1168,DEPT_CANCEL,232,900,443,6,SHORT
499,1029,DEPT_MAIN,99,1200,480,1,SHORT
500,136,DEPT_MAIN,164,1000,535,6,SHORT
501,222,DEPT_SALES,105,1000,494,1,ACCEPTABLE
502,1319,DEPT_SALES,113,1200,58,9,ACCEPTABLE
503,814,DEPT_SALES,94,900,220,8,SHORT
504,1102,DEPT_MAIN,148,900,125,1,EXCESSIVE
505,1428,DEPT_CANCEL,144,1200,184,1,EXCESSIVE
506,291,DEPT_SUPPORT,27,900,298,4,ACCEPTABLE
507,256,DEPT_CANCEL,90,1200,597,4,SHORT
508,715,DEPT_MAIN,77,1000,232,3,SHORT
509,736,DEPT_MAIN,34,900,460,8,ACCEPTABLE
510,221,DEPT_SUPPORT,52,1000,66,1,ACCEPTABLE
511,741,DEPT_MAIN,88,1200,467,8,ACCEPTABLE
512,1371,DEPT_CANCEL,225,900,710,6,ACCEPTABLE
513,748,DEPT_SALES,175,1000,519,1,EXCESSIVE
514,116,DEPT_SUPPORT,40,1200,442,7,ACCEPTABLE
515,40,DEPT_SUPPORT,206,1200,588,4,ACCEPTABLE
516,1382,DEPT_SALES,111,900,711,5,ACCEPTABLE
517,1399,DEPT_SUPPORT,46,900,635,5,EXCESSIVE
518,1342,DEPT_MAIN,144,1200,195,6,SHORT
519,173,DEPT_CANCEL,67,1000,331,4,SHORT
520,1011,DEPT_MAIN,151,1000,651,1,EXCESSIVE
521,755,DEPT_SUPPORT,180,1200,614,6,ACCEPTABLE
522,728,DEPT_CANCEL,148,900,407,4,EXCESSIVE
523,1059,DEPT_SUPPORT,84,1200,618,6,ACCEPTABLE
524,100,DEPT_CANCEL,148,900,329,6,ACCEPTABLE
525,1310,DEPT_SALES,51,1200,572,9,EXCESSIVE
526,1017,DEPT_MAIN,66,1000,332,2,ACCEPTABLE
527,1334,DEPT_SALES,5,1200,431,8,EXCESSIVE
528,702,DEPT_SALES,233,1000,445,3,EXCESSIVE
529,526,DEPT_CANCEL,132,900,556,4,EXCESSIVE
530,636,DEPT_SUPPORT,109,1200,525,1,ACCEPTABLE
531,1030,DEPT_SALES,80,1000,687,1,SHORT
532,578,DEPT_SUPPORT,92,900,7,4,SHORT
533,1153,DEPT_CANCEL,216,1200,142,9,ACCEPTABLE
534,502,DEPT_MAIN,48,1000,269,3,EXCESSIVE
535,197,DEPT_MAIN,249,1200,470,8,EXCESSIVE
536,482,DEPT_SALES,141,900,39,3,ACCEPTABLE
537,701,DEPT_CANCEL,142,1200,182,9,SHORT
538,1266,DEPT_SUPPORT,171,1200,533,1,ACCEPTABLE
539,490,DEPT_SALES,132,900,690,5,ACCEPTABLE
540,1126,DEPT_CANCEL,51,1200,626,3,ACCEPTABLE
541,988,DEPT_SALES,195,1000,596,8,ACCEPTABLE
542,44,DEPT_CANCEL,171,1200,7,6,ACCEPTABLE
543,939,DEPT_CANCEL,235,900,158,7,ACCEPTABLE
544,273,DEPT_CANCEL,17,1200,465,4,SHORT
545,195,DEPT_CANCEL,109,1200,643,5,SHORT
546,636,DEPT_SUPPORT,195,1000,8,4,SHORT
547,850,DEPT_MAIN,71,1000,609,3,ACCEPTABLE
548,184,DEPT_SUPPORT,187,1200,498,7,EXCESSIVE
549,1331,DEPT_CANCEL,74,1200,461,6,SHORT
550,725,DEPT_SUPPORT,148,900,650,2,EXCESSIVE
551,898,DEPT_CANCEL,65,1200,357,9,EXCESSIVE
552,1170,DEPT_SUPPORT,215,900,102,6,EXCESSIVE
553,65,DEPT_SUPPORT,153,1000,14,6,EXCESSIVE
554,1363,DEPT_CANCEL,219,1000,191,7,SHORT
555,1089,DEPT_CANCEL,104,1000,428,1,EXCESSIVE
556,255,DEPT_SUPPORT,203,900,287,7,ACCEPTABLE
557,1181,DEPT_CANCEL,179,1200,561,1,EXCESSIVE
558,1473,DEPT_MAIN,189,1000,303,4,EXCESSIVE
559,1488,DEPT_CANCEL,221,1200,644,1,EXCESSIVE
560,362,DEPT_MAIN,136,1200,360,1,EXCESSIVE
561,1206,DEPT_SUPPORT,199,1200,255,9,EXCESSIVE
562,1299,DEPT_CANCEL,68,1000,17,7,EXCESSIVE
563,325,DEPT_SALES,230,900,542,7,EXCESSIVE
564,1149,DEPT_MAIN,228,900,80,8,EXCESSIVE
565,801,DEPT_SALES,152,1000,231,2,ACCEPTABLE
566,1384,DEPT_SALES,44,1200,260,7,SHORT
567,777,DEPT_CANCEL,12,1000,576,4,EXCESSIVE
568,562,DEPT_MAIN,178,1000,43,8,EXCESSIVE
569,1076,DEPT_CANCEL,66,1000,569,9,ACCEPTABLE
570,361,DEPT_CANCEL,87,900,380,6,ACCEPTABLE
571,136,DEPT_SUPPORT,149,1200,667,9,SHORT
572,756,DEPT_SALES,96,1000,221,3,SHORT
573,890,DEPT_CANCEL,171,1200,566,1,SHORT
574,1207,DEPT_SALES,128,1200,718,2,ACCEPTABLE
575,1453,DEPT_SALES,7,1000,504,8,EXCESSIVE
576,741,DEPT_SALES,172,1200,7,9,EXCESSIVE
577,1102,DEPT_SALES,117,1000,434,1,EXCESSIVE
578,485,DEPT_MAIN,223,900,587,3,EXCESSIVE
579,650,DEPT_SUPPORT,97,1000,387,9,EXCESSIVE
580,101,DEPT_SUPPORT,250,900,469,8,SHORT
581,1436,DEPT_CANCEL,103,1200,239,1,EXCESSIVE
582,640,DEPT_CANCEL,239,1000,418,3,ACCEPTABLE
583,1336,DEPT_SUPPORT,154,1200,536,2,SHORT
584,196,DEPT_SUPPORT,81,1000,215,8,SHORT
585,397,DEPT_SALES,155,1000,472,5,ACCEPTABLE
586,937,DEPT_MAIN,236,1200,337,6,EXCESSIVE
587,587,DEPT_CANCEL,27,900,646,1,ACCEPTABLE
588,1484,DEPT_SALES,36,1000,99,6,EXCESSIVE
589,1214,DEPT_CANCEL,152,1000,273,2,ACCEPTABLE
590,386,DEPT_SALES,115,900,605,5,SHORT
591,281,DEPT_SUPPORT,215,900,332,2,SHORT
592,1147,DEPT_CANCEL,107,1200,218,8,SHORT
593,941,DEPT_CANCEL,159,900,133,5,SHORT
594,57,DEPT_MAIN,172,1200,103,8,SHORT
595,14,DEPT_MAIN,149,1200,419,4,ACCEPTABLE
596,446,DEPT_SALES,78,1000,683,5,ACCEPTABLE
597,838,DEPT_CANCEL,221,1200,645,5,SHORT
598,1414,DEPT_CANCEL,211,1000,427,1,ACCEPTABLE
599,567,DEPT_MAIN,181,1200,315,1,SHORT
600,1400,DEPT_SALES,230,900,590,9,SHORT
601,1054,DEPT_MAIN,241,1200,705,2,SHORT
602,1327,DEPT_SUPPORT,227,900,295,7,EXCESSIVE
603,87,DEPT_SALES,26,1000,20,5,EXCESSIVE
604,1431,DEPT_SUPPORT,216,1200,528,1,EXCESSIVE
605,1265,DEPT_CANCEL,17,1200,166,2,ACCEPTABLE
606,1351,DEPT_SALES,214,1000,45,1,ACCEPTABLE
607,1414,DEPT_MAIN,31,1000,611,1,EXCESSIVE
608,578,DEPT_CANCEL,152,1000,189,8,ACCEPTABLE
609,210,DEPT_SUPPORT,78,1000,336,9,EXCESSIVE
610,945,DEPT_MAIN,98,1000,715,1,EXCESSIVE
611,784,DEPT_SUPPORT,6,1000,414,2,EXCESSIVE
612,1015,DEPT_SALES,8,1200,406,6,EXCESSIVE
613,1320,DEPT_SALES,45,1000,211,1,ACCEPTABLE
614,718,DEPT_SUPPORT,227,900,97,7,ACCEPTABLE
615,1029,DEPT_SUPPORT,201,1000,473,7,EXCESSIVE
616,1100,DEPT_SALES,69,1200,382,1,EXCESSIVE
617,1124,DEPT_SALES,121,900,430,9,EXCESSIVE
618,644,DEPT_CANCEL,237,1000,372,7,SHORT
619,279,DEPT_CANCEL,210,900,507,1,SHORT
620,234,DEPT_SUPPORT,95,1000,133,1,SHORT
621,532,DEPT_MAIN,178,1000,715,5,SHORT
622,318,DEPT_CANCEL,75,1200,522,3,ACCEPTABLE
623,50,DEPT_MAIN,95,1000,583,3,ACCEPTABLE
624,912,DEPT_CANCEL,18,900,12,9,SHORT
625,1119,DEPT_MAIN,152,1000,289,2,EXCESSIVE
626,1270,DEPT_SUPPORT,46,900,502,6,EXCESSIVE
627,634,DEPT_CANCEL,238,900,486,2,SHORT
628,578,DEPT_MAIN,42,900,660,3,EXCESSIVE
629,1345,DEPT_CANCEL,117,1000,23,8,SHORT
630,693,DEPT_CANCEL,106,1000,240,2,SHORT
631,140,DEPT_SUPPORT,166,900,567,1,SHORT
632,715,DEPT_CANCEL,212,900,116,7,SHORT
633,506,DEPT_SALES,92,900,11,3,EXCESSIVE
634,77,DEPT_CANCEL,204,1200,286,9,ACCEPTABLE
635,1092,DEPT_SUPPORT,133,1000,288,7,EXCESSIVE
636,141,DEPT_SALES,13,1000,339,5,ACCEPTABLE
637,716,DEPT_MAIN,162,1000,516,2,SHORT
638,339,DEPT_MAIN,203,900,388,3,SHORT
639,482,DEPT_SALES,249,1200,673,8,EXCESSIVE
640,1337,DEPT_MAIN,68,1000,673,4,EXCESSIVE
641,528,DEPT_CANCEL,153,1000,120,8,SHORT
642,1169,DEPT_CANCEL,19,1200,578,3,SHORT
643,240,DEPT_SALES,9,1200,720,3,ACCEPTABLE
644,987,DEPT_SUPPORT,119,900,634,1,SHORT
645,534,DEPT_SUPPORT,115,900,666,1,ACCEPTABLE
646,1051,DEPT_CANCEL,250,900,59,8,ACCEPTABLE
647,659,DEPT_SUPPORT,219,1000,77,1,SHORT
648,1049,DEPT_MAIN,77,1000,378,5,ACCEPTABLE
649,292,DEPT_MAIN,167,1200,137,8,ACCEPTABLE
650,1089,DEPT_MAIN,89,1200,500,5,SHORT
651,618,DEPT_CANCEL,132,900,617,5,ACCEPTABLE
652,1263,DEPT_CANCEL,118,1000,518,8,ACCEPTABLE
653,1251,DEPT_CANCEL,40,1200,453,4,EXCESSIVE
654,1123,DEPT_MAIN,21,900,488,5,SHORT
655,1273,DEPT_SUPPORT,165,1200,61,5,SHORT
656,172,DEPT_SALES,235,900,399,7,SHORT
657,451,DEPT_MAIN,19,1200,344,4,SHORT
658,1363,DEPT_CANCEL,194,1200,426,3,ACCEPTABLE
659,423,DEPT_CANCEL,148,900,647,2,SHORT
660,107,DEPT_MAIN,39,1000,37,5,ACCEPTABLE
661,231,DEPT_MAIN,247,1200,543,5,EXCESSIVE
662,1159,DEPT_MAIN,225,900,188,9,ACCEPTABLE
663,1290,DEPT_CANCEL,133,1000,387,9,EXCESSIVE
664,1068,DEPT_SALES,171,1200,271,3,EXCESSIVE
665,126,DEPT_CANCEL,233,1000,257,5,EXCESSIVE
666,1094,DEPT_SALES,4,1200,500,3,SHORT
667,618,DEPT_MAIN,240,1200,229,4,EXCESSIVE
668,300,DEPT_MAIN,154,1200,146,1,SHORT
669,1474,DEPT_MAIN,198,1000,503,2,SHORT
670,494,DEPT_SUPPORT,181,1200,618,6,SHORT
671,37,DEPT_SALES,41,900,286,2,EXCESSIVE
672,1424,DEPT_MAIN,200,1000,460,6,ACCEPTABLE
673,139,DEPT_MAIN,177,1000,246,2,EXCESSIVE
674,729,DEPT_MAIN,229,1000,675,3,EXCESSIVE
675,61,DEPT_MAIN,28,1000,706,3,EXCESSIVE
676,570,DEPT_CANCEL,151,1000,682,1,ACCEPTABLE
677,985,DEPT_SALES,113,1200,697,6,ACCEPTABLE
678,717,DEPT_SALES,136,1200,446,3,EXCESSIVE
679,1048,DEPT_SUPPORT,187,1200,260,6,ACCEPTABLE
680,721,DEPT_MAIN,135,1000,553,4,SHORT
681,356,DEPT_SALES,84,1200,372,8,SHORT
682,17,DEPT_CANCEL,45,1000,511,8,ACCEPTABLE
683,245,DEPT_SUPPORT,65,1200,417,9,EXCESSIVE
684,1214,DEPT_SALES,208,900,620,3,EXCESSIVE
685,945,DEPT_SUPPORT,167,1200,253,3,ACCEPTABLE
686,1188,DEPT_CANCEL,229,1000,55,7,SHORT
687,176,DEPT_SUPPORT,198,1000,184,8,SHORT
688,349,DEPT_SALES,185,1200,239,3,ACCEPTABLE
689,1038,DEPT_SUPPORT,21,900,504,4,ACCEPTABLE
690,524,DEPT_SUPPORT,240,1200,414,8,SHORT
691,689,DEPT_SALES,164,1000,593,6,ACCEPTABLE
692,1243,DEPT_MAIN,207,1000,618,7,ACCEPTABLE
693,1355,DEPT_MAIN,84,1200,437,2,SHORT
694,991,DEPT_CANCEL,41,900,715,1,SHORT
695,650,DEPT_SUPPORT,190,900,360,5,SHORT
696,749,DEPT_SALES,207,1000,449,2,SHORT
697,87,DEPT_SALES,52,1000,420,3,ACCEPTABLE
698,289,DEPT_CANCEL,209,1000,678,1,ACCEPTABLE
699,735,DEPT_CANCEL,46,900,266,8,SHORT
700,132,DEPT_CANCEL,15,1200,639,4,ACCEPTABLE
701,753,DEPT_SUPPORT,185,1200,529,7,ACCEPTABLE
702,865,DEPT_SALES,77,1000,279,7,ACCEPTABLE
703,892,DEPT_MAIN,146,900,161,7,SHORT
704,567,DEPT_MAIN,62,1000,163,5,EXCESSIVE
705,120,DEPT_MAIN,17,1200,399,3,SHORT
706,401,DEPT_SUPPORT,88,1200,375,7,EXCESSIVE
707,1429,DEPT_MAIN,161,1000,293,7,EXCESSIVE
708,1337,DEPT_SUPPORT,211,1000,643,8,EXCESSIVE
709,72,DEPT_SALES,213,1000,278,7,ACCEPTABLE
710,1151,DEPT_MAIN,247,1200,93,5,SHORT
711,53,DEPT_SUPPORT,61,900,503,1,EXCESSIVE
712,1267,DEPT_MAIN,119,900,548,6,SHORT
713,1058,DEPT_SUPPORT,80,1000,617,1,EXCESSIVE
714,1221,DEPT_SALES,211,1000,714,7,EXCESSIVE
715,1206,DEPT_SALES,151,1000,400,1,SHORT
716,459,DEPT_SUPPORT,53,1000,684,2,SHORT
717,248,DEPT_SUPPORT,175,1000,207,7,EXCESSIVE
718,1411,DEPT_SUPPORT,19,1200,176,7,SHORT
719,704,DEPT_SALES,125,1200,536,5,ACCEPTABLE
720,575,DEPT_SALES,67,1000,235,1,ACCEPTABLE
721,237,DEPT_SUPPORT,219,1000,537,4,SHORT
722,843,DEPT_CANCEL,90,1200,120,2,EXCESSIVE
723,520,DEPT_CANCEL,152,1000,86,8,SHORT
724,519,DEPT_MAIN,197,1200,449,4,ACCEPTABLE
725,297,DEPT_CANCEL,246,1000,664,6,SHORT
726,1110,DEPT_SALES,237,1000,293,2,SHORT
727,495,DEPT_SALES,128,1200,9,9,SHORT
728,35,DEPT_SUPPORT,149,1200,102,5,ACCEPTABLE
729,1385,DEPT_SUPPORT,19,1200,106,8,EXCESSIVE
730,1341,DEPT_CANCEL,234,1000,274,7,ACCEPTABLE
731,1492,DEPT_SALES,14,900,154,3,ACCEPTABLE
732,887,DEPT_MAIN,120,1200,299,9,ACCEPTABLE
733,1149,DEPT_MAIN,141,900,688,1,ACCEPTABLE
734,1191,DEPT_MAIN,26,1000,573,2,EXCESSIVE
735,598,DEPT_MAIN,83,900,274,5,SHORT
736,1255,DEPT_CANCEL,156,1000,195,2,ACCEPTABLE
737,1272,DEPT_CANCEL,140,1000,546,2,ACCEPTABLE
738,707,DEPT_SALES,140,1000,625,8,ACCEPTABLE
739,418,DEPT_MAIN,191,900,519,5,ACCEPTABLE
740,1399,DEPT_CANCEL,100,1000,300,9,ACCEPTABLE
741,1357,DEPT_CANCEL,211,1000,354,1,ACCEPTABLE
742,835,DEPT_SALES,150,1000,429,3,EXCESSIVE
743,1289,DEPT_SALES,75,1200,440,5,SHORT
744,733,DEPT_MAIN,32,900,503,5,EXCESSIVE
745,86,DEPT_MAIN,123,1000,540,7,EXCESSIVE
746,586,DEPT_SALES,45,1000,473,7,SHORT
747,1097,DEPT_CANCEL,29,1200,489,7,ACCEPTABLE
748,3,DEPT_MAIN,67,1000,586,2,ACCEPTABLE
749,58,DEPT_CANCEL,52,1000,586,6,SHORT
750,201,DEPT_MAIN,58,1200,75,9,ACCEPTABLE
751,733,DEPT_SALES,142,1200,433,5,ACCEPTABLE
752,426,DEPT_MAIN,77,1000,535,5,ACCEPTABLE
753,236,DEPT_MAIN,157,900,52,3,ACCEPTABLE
754,247,DEPT_MAIN,20,1200,381,7,ACCEPTABLE
755,676,DEPT_SALES,120,1200,12,4,EXCESSIVE
756,1249,DEPT_SUPPORT,246,1000,264,3,EXCESSIVE
757,1191,DEPT_SUPPORT,63,900,30,1,ACCEPTABLE
758,535,DEPT_MAIN,29,1200,133,1,ACCEPTABLE
759,251,DEPT_SALES,43,1000,469,8,SHORT
760,429,DEPT_SALES,122,1000,595,9,EXCESSIVE
761,869,DEPT_SUPPORT,109,1200,383,6,EXCESSIVE
762,554,DEPT_MAIN,238,900,533,7,SHORT
763,1167,DEPT_MAIN,161,1000,403,2,SHORT
764,501,DEPT_SALES,166,900,66,5,EXCESSIVE
765,27,DEPT_CANCEL,36,1000,457,9,SHORT
766,1336,DEPT_CANCEL,213,1000,245,2,SHORT
767,3,DEPT_MAIN,203,900,102,5,SHORT
768,1258,DEPT_SALES,176,1000,188,3,ACCEPTABLE
769,442,DEPT_SUPPORT,156,1000,398,5,ACCEPTABLE
770,1205,DEPT_CANCEL,86,1000,467,2,SHORT
771,58,DEPT_SUPPORT,223,900,576,2,EXCESSIVE
772,205,DEPT_MAIN,141,900,416,7,EXCESSIVE
773,1097,DEPT_CANCEL,160,1200,390,9,EXCESSIVE
774,1228,DEPT_SUPPORT,128,1200,89,4,ACCEPTABLE
775,235,DEPT_SUPPORT,151,1000,580,7,ACCEPTABLE
776,281,DEPT_SALES,5,1200,579,3,SHORT
777,1276,DEPT_MAIN,89,1200,172,3,SHORT
778,809,DEPT_CANCEL,82,1000,555,5,SHORT
779,492,DEPT_CANCEL,167,1200,330,4,EXCESSIVE
780,1072,DEPT_SUPPORT,147,1200,366,4,SHORT
781,1334,DEPT_CANCEL,206,1200,561,1,ACCEPTABLE
782,1092,DEPT_SALES,73,1000,578,8,SHORT
783,265,DEPT_SALES,62,1000,509,6,ACCEPTABLE
784,439,DEPT_CANCEL,116,900,500,1,SHORT
785,1008,DEPT_SALES,166,900,109,6,SHORT
786,1484,DEPT_SALES,89,1200,314,4,ACCEPTABLE
787,48,DEPT_SALES,159,900,96,6,SHORT
788,1332,DEPT_SUPPORT,227,900,384,4,SHORT
789,129,DEPT_SUPPORT,146,900,565,9,SHORT
790,779,DEPT_CANCEL,17,1200,480,3,ACCEPTABLE
791,835,DEPT_SUPPORT,232,900,544,9,EXCESSIVE
792,895,DEPT_MAIN,131,1200,320,7,SHORT
793,1479,DEPT_MAIN,90,1200,161,6,ACCEPTABLE
794,275,DEPT_CANCEL,70,1200,550,7,ACCEPTABLE
795,662,DEPT_SUPPORT,46,900,332,1,SHORT
796,987,DEPT_SALES,209,1000,436,1,ACCEPTABLE
797,380,DEPT_SALES,19,1200,29,4,ACCEPTABLE
798,1221,DEPT_MAIN,159,900,684,2,ACCEPTABLE
799,488,DEPT_SUPPORT,112,1000,368,8,ACCEPTABLE
800,863,DEPT_MAIN,225,900,226,6,ACCEPTABLE
801,1022,DEPT_MAIN,162,1000,648,6,SHORT
802,446,DEPT_MAIN,20,1200,3,5,ACCEPTABLE
803,92,DEPT_CANCEL,243,900,348,1,ACCEPTABLE
804,272,DEPT_SALES,78,1000,276,5,EXCESSIVE
805,142,DEPT_SALES,55,1200,424,1,SHORT
806,887,DEPT_CANCEL,198,1000,591,4,ACCEPTABLE
807,87,DEPT_CANCEL,46,900,132,3,ACCEPTABLE
808,1003,DEPT_CANCEL,204,1200,261,1,SHORT
809,589,DEPT_SUPPORT,44,1200,475,4,SHORT
810,1472,DEPT_SALES,193,1200,594,8,ACCEPTABLE
811,948,DEPT_SUPPORT,245,900,530,7,ACCEPTABLE
812,513,DEPT_MAIN,134,900,256,7,EXCESSIVE
813,1108,DEPT_SUPPORT,216,1200,147,4,SHORT
814,441,DEPT_SUPPORT,154,1200,127,7,SHORT
815,1044,DEPT_SALES,81,1000,180,8,EXCESSIVE
816,1195,DEPT_SUPPORT,17,1200,532,1,EXCESSIVE
817,371,DEPT_MAIN,68,1000,552,3,ACCEPTABLE
818,842,DEPT_SALES,7,1000,534,7,EXCESSIVE
819,326,DEPT_MAIN,17,1200,582,3,EXCESSIVE
820,908,DEPT_SUPPORT,249,1200,69,7,SHORT
821,1471,DEPT_SUPPORT,70,1200,457,7,EXCESSIVE
822,297,DEPT_SUPPORT,27,900,477,7,EXCESSIVE
823,383,DEPT_CANCEL,159,900,67,7,SHORT
824,850,DEPT_SUPPORT,2,900,532,7,ACCEPTABLE
825,871,DEPT_SALES,208,900,88,7,ACCEPTABLE
826,353,DEPT_MAIN,60,1000,257,1,EXCESSIVE
827,337,DEPT_MAIN,24,1200,241,9,SHORT
828,535,DEPT_MAIN,238,900,324,2,SHORT
829,296,DEPT_CANCEL,214,1000,37,5,SHORT
830,333,DEPT_SUPPORT,22,900,258,3,SHORT
831,1227,DEPT_SALES,165,1200,255,2,ACCEPTABLE
832,1252,DEPT_MAIN,214,1000,704,3,SHORT
833,404,DEPT_MAIN,40,1200,566,2,SHORT
834,540,DEPT_SALES,177,1000,621,1,SHORT
835,1302,DEPT_CANCEL,10,1000,117,1,ACCEPTABLE
836,879,DEPT_SALES,85,900,345,6,SHORT
837,429,DEPT_CANCEL,206,1200,368,1,SHORT
838,520,DEPT_SALES,114,1000,454,8,ACCEPTABLE
839,1060,DEPT_CANCEL,37,1200,237,8,ACCEPTABLE
840,1278,DEPT_CANCEL,203,900,265,5,ACCEPTABLE
841,1210,DEPT_SALES,235,900,510,4,ACCEPTABLE
842,1000,DEPT_CANCEL,10,1000,375,2,SHORT
843,229,DEPT_SUPPORT,128,1200,490,2,SHORT
844,1185,DEPT_SUPPORT,204,1200,382,4,SHORT
845,1034,DEPT_SUPPORT,220,1000,675,1,EXCESSIVE
846,445,DEPT_CANCEL,144,1200,128,4,SHORT
847,1498,DEPT_MAIN,112,1000,135,7,ACCEPTABLE
848,1441,DEPT_SALES,102,900,2,7,SHORT
849,1251,DEPT_SUPPORT,204,1200,20,8,EXCESSIVE
850,1131,DEPT_SALES,206,1200,527,2,ACCEPTABLE
851,670,DEPT_CANCEL,245,900,710,9,ACCEPTABLE
852,214,DEPT_SUPPORT,91,900,49,6,SHORT
853,1404,DEPT_MAIN,171,1200,548,2,ACCEPTABLE
854,327,DEPT_CANCEL,125,1200,339,6,ACCEPTABLE
855,810,DEPT_MAIN,150,1000,517,3,SHORT
856,20,DEPT_SALES,18,900,174,9,ACCEPTABLE
857,391,DEPT_MAIN,80,1000,345,4,SHORT
858,1132,DEPT_CANCEL,114,1000,518,6,ACCEPTABLE
859,567,DEPT_CANCEL,63,900,389,8,EXCESSIVE
860,806,DEPT_MAIN,207,1000,598,3,EXCESSIVE
861,1255,DEPT_SALES,36,1000,160,3,ACCEPTABLE
862,995,DEPT_CANCEL,34,900,381,9,SHORT
863,625,DEPT_SALES,197,1200,387,8,ACCEPTABLE
864,774,DEPT_SUPPORT,24,1200,41,8,EXCESSIVE
865,153,DEPT_SALES,187,1200,245,2,EXCESSIVE
866,1275,DEPT_MAIN,210,900,260,7,ACCEPTABLE
867,840,DEPT_MAIN,18,900,392,9,SHORT
868,1189,DEPT_SALES,175,1000,678,6,SHORT
869,1119,DEPT_CANCEL,216,1200,79,8,ACCEPTABLE
870,977,DEPT_SUPPORT,166,900,41,4,ACCEPTABLE
871,494,DEPT_SUPPORT,154,1200,175,1,EXCESSIVE
872,1125,DEPT_MAIN,190,900,481,3,SHORT
873,812,DEPT_SALES,238,900,93,7,ACCEPTABLE
874,52,DEPT_CANCEL,171,1200,582,2,SHORT
875,771,DEPT_SUPPORT,143,900,128,3,SHORT
876,1362,DEPT_SALES,103,1200,497,1,EXCESSIVE
877,288,DEPT_SUPPORT,177,1000,631,9,ACCEPTABLE
878,552,DEPT_CANCEL,139,900,289,3,SHORT
879,748,DEPT_MAIN,132,900,545,4,EXCESSIVE
